Store Name,Category,Product Name,Price,Rating,Number of Reviews,Calories
Shake Shack,Burgers,Korean BBQ Burger,9.82,81.0,32,690.0
Shake Shack,Burgers,ShackBurger,7.99,88.0,1040,530.0
Shake Shack,Burgers,Avocado Bacon Burger,10.83,84.0,174,610.0
Shake Shack,Burgers,SmokeShack,9.82,90.0,222,610.0
Shake Shack,Burgers,Veggie Shack,9.82,90.0,11,630.0
Shake Shack,Burgers,'Shroom Burger,9.99,87.0,130,550.0
Shake Shack,Burgers,Shack Stack,13.33,91.0,85,800.0
Shake Shack,Burgers,Hamburger,7.49,87.0,136,400.0
Shake Shack,Burgers,Cheeseburger,7.83,86.0,399,470.0
Shake Shack,Burgers,Bacon Cheeseburger,9.49,85.0,110,500.0
Shake Shack,Burgers,Roadside Double,11.82,78.0,52,850.0
Shake Shack,Burgers,Grilled Cheese,5.83,75.0,58,350.0
Shake Shack,Chicken,Korean Style Fried Chicken Sandwich,9.99,84.0,19,600.0
Shake Shack,Chicken,Avocado Bacon Chicken,11.58,85.0,92,550.0
Shake Shack,Chicken,Chicken Shack,9.49,88.0,211,590.0
Shake Shack,Chicken,Chicken Bites,5.99,81.0,319,300.0
Shake Shack,Crinkle Cut Fries,Spicy Korean BBQ Fries,5.33,91.0,12,740.0
Shake Shack,Crinkle Cut Fries,Spicy Korean BBQ Cheese Fries,6.33,83.0,6,980.0
Shake Shack,Crinkle Cut Fries,Fries,4.83,84.0,1290,470.0
Shake Shack,Crinkle Cut Fries,Cheese Fries,5.83,85.0,503,710.0
Shake Shack,Crinkle Cut Fries,Bacon Cheese Fries,6.99,84.0,108,840.0
Shake Shack,Shakes & Frozen Custard,Strawberry Frosted Donut Shake,6.99,,0,850.0
Shake Shack,Shakes & Frozen Custard,Chocolate Salted Caramel Shake,6.99,,0,1020.0
Shake Shack,Shakes & Frozen Custard,Peaches and Cream Shake,6.99,,0,860.0
Shake Shack,Shakes & Frozen Custard,Vanilla Shake,6.58,100.0,23,680.0
Shake Shack,Shakes & Frozen Custard,Chocolate Shake,6.58,86.0,30,750.0
Shake Shack,Shakes & Frozen Custard,Cookies and Cream Shake,6.58,90.0,33,850.0
Shake Shack,Shakes & Frozen Custard,Strawberry Shake,6.58,84.0,19,690.0
Shake Shack,Shakes & Frozen Custard,Black & White Shake,6.58,70.0,10,770.0
Shake Shack,Shakes & Frozen Custard,Vanilla & Chocolate Shake,6.58,,0,770.0
Shake Shack,Shakes & Frozen Custard,Non-Dairy Chocolate Shake,7.49,80.0,5,850.0
Shake Shack,Shakes & Frozen Custard,Non-Dairy Chocolate Frozen Custard,5.83,,0,400.0
Shake Shack,Flat-Top Hot Dogs,Hot Dog,4.83,83.0,121,390.0
Shake Shack,Drinks,Sunset Lemonade,4.99,,0,150.0
Shake Shack,Drinks,Yuzu Honey Lemonade,4.99,,0,170.0
Shake Shack,Drinks,Dragonfruit Pomegranate,4.99,100.0,3,170.0
Shake Shack,Drinks,Shack-made Lemonade,4.58,91.0,58,160.0
Shake Shack,Drinks,Fifty/Fifty,4.58,88.0,45,80.0
Shake Shack,Drinks,Organic Iced Tea,3.99,85.0,7,5.0
Shake Shack,Drinks,Fountain Soda,3.99,84.0,131,0.0
Shake Shack,Drinks,Draft Root Beer,4.33,87.0,40,170.0
Shake Shack,Drinks,Organic Apple Juice Drink,3.99,100.0,3,40.0
Shake Shack,Drinks,Shack2O Water,3.99,100.0,14,
Shake Shack,Drinks,Sparkling Shack2O Water,3.99,100.0,7,
Shake Shack,Retail,Bag O' Bones,9.08,100.0,9,
Shake Shack,Large Orders,ShackBurger Box - 12 servings,91.83,,0,500.0
Shake Shack,Large Orders,Crinkle Cut Box - 12 Servings,54.08,,0,470.0
Shake Shack,Large Orders,Chicken Shack Box - 12 servings,109.16,,0,550.0
Shake Shack,Large Orders,Veggie Shack™ Box - 12 servings,112.66,,0,630.0
Shake Shack,Large Orders,'Shroom Burger Box - 12 servings,117.99,,0,510.0
Shake Shack,Large Orders,Cheeseburger Box - 12 servings,90.49,,0,440.0
Shake Shack,Large Orders,Hamburger Box - 12 servings,85.33,,0,370.0
